	evaluation_mode	train_size	validation_unbalance_rate	use_scale_free_distribution	validation_sample_only_edges_with_heterogeneous_node_types	negative_predictive_value	specificity	precision	accuracy	diagnostic_odds_ratio	recall	miss_rate	threat_score	positive_likelyhood_ratio	informedness	prevalence_threshold	fall_out	matthews_correlation_coefficient	false_omission_rate	f1_score	markedness	prevalence	fowlkes_mallows_index	negative_likelyhood_ratio	false_discovery_rate	balanced_accuracy	auroc	auprc	time_required_for_training	time_required_for_evaluation	task_name	model_name	library_name	graph_name	nodes_number	edges_number	evaluation_schema	holdout_number	holdouts_kwargs	use_subgraph_as_support	number_of_threads	python_version	platform	number_of_holdouts	number_of_slurm_nodes	time_required_to_compute_constant_node_features	time_required_to_compute_constant_node_type_features	time_required_to_compute_constant_edge_features	time_required_for_setting_up_holdout	time_required_to_compute_node_features	time_required_to_compute_node_type_features	time_required_to_compute_edge_features	features_names	('model_parameters', 'random_state')	('model_parameters', 'edge_features')	('model_parameters', 'edge_embeddings')	('model_parameters', 'cooccurrence_iterations')	('model_parameters', 'cooccurrence_window_size')	('model_parameters', 'number_of_epochs')	('model_parameters', 'number_of_edges_per_mini_batch')	('model_parameters', 'sample_only_edges_with_heterogeneous_node_types')	('model_parameters', 'learning_rate')	('model_parameters', 'first_order_decay_factor')	('model_parameters', 'second_order_decay_factor')	('model_parameters', 'avoid_false_negatives')	('model_parameters', 'use_scale_free_distribution')
1	test	0.750000494163924	1.0	True	False	0.5204558093659171	0.39221128375439845	0.5124018320455728	0.5154364061184229	1.1405224413434811	0.6386508112211012	0.36134918877889877	0.3972361561916003	1.0507776701846974	0.030862094975499632	0.4938090003799567	0.6077887162456015	0.031844240451175954	0.4795441906340829	0.5686027439689701	0.032857641411489835	0.5000217442012169	0.5720540583783	0.9213125775472961	0.48759816795442723	0.5154310474877498	0.5413313902803036	0.556901753550078	356.2072730064392	0.06320595741271973	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.31473708152770996	1.2159347534179688e-05	2.384185791015625e-06	2.1457672119140625e-06		210	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.750000494163924	1.0	True	False	0.4620695437110939	0.2905457765969224	0.4826490600853419	0.4761793058914228	0.8013595789613668	0.6617917976749274	0.33820820232507265	0.387154517673832	0.9328181802914284	-0.04766242572815027	0.5086922458771027	0.7094542234030776	-0.05133074556930603	0.5379304562889061	0.5581995556242213	-0.055281396203564204	0.5000283336518123	0.5651665145070013	1.1640444624127955	0.5173509399146581	0.47616878713592486	0.49425935508469737	0.5198149251594548	356.38371419906616	0.06192469596862793	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.2924361228942871	1.2874603271484375e-05	1.9073486328125e-06	1.430511474609375e-06		252	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.750000494163924	1.0	True	False	0.47930670375235007	0.29433347566858026	0.49087174806024647	0.4873210035660913	0.8875081645917852	0.6802871691071823	0.31971283089281766	0.3988577574217953	0.9640349168493108	-0.0253793552242374	0.5045783425653836	0.7056665243314197	-0.027510937184778456	0.5206932962476499	0.5702620660401119	-0.029821548187403457	0.5000276747661482	0.5778700129636414	1.0862265332429077	0.5091282519397535	0.4873103223878813	0.509970899259131	0.5296122224878971	356.38371419906616	0.06192469596862793	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.2924361228942871	1.2874603271484375e-05	1.9073486328125e-06	1.430511474609375e-06		252	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.750000494163924	1.0	True	False	0.8713044018450166	0.8872704844142905	0.8851794875925225	0.878115219124556	52.193698931186375	0.8689609913844224	0.1310390086155776	0.7809363875157805	7.708371555307017	0.756231475798713	0.26480277817601267	0.11272951558570954	0.7563576720886095	0.12869559815498346	0.8769952627057106	0.756483889437539	0.5000283336518123	0.8770327502958789	0.14768778057807225	0.11482051240747748	0.8781157378993565	0.9086031054820041	0.9228346035111359	377.45811200141907	0.14111089706420898	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.2924361228942871	1.2874603271484375e-05	1.9073486328125e-06	1.430511474609375e-06		252	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.750000494163924	1.0	True	False	0.8915574616789771	0.8876658601002673	0.8881663885127689	0.8898544307300603	65.29375546131855	0.8920427591005408	0.10795724089945924	0.8019647147467338	7.940976446668491	0.779708619200808	0.261919030174065	0.11233413989973273	0.7797162346590867	0.10844253832102295	0.8901003534460995	0.7797238501917461	0.5000276747661482	0.8901024636238758	0.12161923281274421	0.11183361148723114	0.889854309600404	0.9156952235794648	0.9032508215787148	377.45811200141907	0.14111089706420898	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.2924361228942871	1.2874603271484375e-05	1.9073486328125e-06	1.430511474609375e-06		252	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.750000494163924	1.0	True	False	0.8750430842853504	0.9234605388707016	0.9189871581337864	0.8958006892325534	79.43734403479401	0.8681439742349688	0.1318560257650312	0.8064274470153036	11.342436455992413	0.7916045131056704	0.22894541339411234	0.07653946112929844	0.7928164500320223	0.12495691571464966	0.892842331805504	0.7940302424191368	0.5000283336518123	0.8932038757938554	0.14278468891185941	0.0810128418662136	0.8958022565528352	0.9172855276127545	0.9413250369450455	355.58353543281555	0.09388613700866699	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.2924361228942871	1.2874603271484375e-05	1.9073486328125e-06	1.430511474609375e-06		252	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.750000494163924	1.0	True	False	0.8931253434275597	0.9254005155698946	0.9226125047167489	0.9073369758596969	99.62910454670671	0.8892754356557766	0.1107245643442234	0.8275476418217939	11.920664632594963	0.8146759512256712	0.22458628978455766	0.07459948443010544	0.8152067267802361	0.10687465657244032	0.9056372845053184	0.8157378481443085	0.5000276747661482	0.905790614365955	0.11965042430955992	0.07738749528325106	0.9073379756128356	0.9273091095089735	0.9392514109854853	355.58353543281555	0.09388613700866699	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.2924361228942871	1.2874603271484375e-05	1.9073486328125e-06	1.430511474609375e-06		252	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.750000494163924	1.0	True	False	0.8714738708147113	0.9199970478615447	0.9152900461896987	0.8921634390464079	73.26342820277507	0.8643329845636469	0.13566701543635307	0.8003128500345307	10.803763629469678	0.7843300324251916	0.23326836504572293	0.08000295213845532	0.7855460320917161	0.12852612918528875	0.8890819726351232	0.7867639170044098	0.5000283336518123	0.8894466692076263	0.14746462040470626	0.08470995381030133	0.8921650162125958	0.9121130270062766	0.9292776150158902	369.3269736766815	0.13509392738342285	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.2924361228942871	1.2874603271484375e-05	1.9073486328125e-06	1.430511474609375e-06		252	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.750000494163924	1.0	True	False	0.8891009297567976	0.9210197529692714	0.9180881774045401	0.90307506187287	89.85887244208469	0.8851323571270439	0.11486764287295614	0.8203482237073514	11.207009225770948	0.8061521100963152	0.2300073502250981	0.07898024703072859	0.8066704419928085	0.11089907024320239	0.9013091155016666	0.8071891071613377	0.5000276747661482	0.901459678807961	0.12471789286020725	0.08191182259545993	0.9030760550481576	0.925386163553786	0.9316327001149024	369.3269736766815	0.13509392738342285	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.2924361228942871	1.2874603271484375e-05	1.9073486328125e-06	1.430511474609375e-06		252	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.750000494163924	1.0	True	False	0.5067851378694974	0.39147991755099026	0.5043156384997896	0.5052694003149648	1.0454058679130358	0.6190459875233575	0.3809540124766425	0.3848708734984671	1.0172975475714554	0.010525905074347808	0.49785630712358675	0.6085200824490098	0.010809519800373951	0.4932148621305026	0.5558220349110304	0.011100776369286969	0.5000283336518123	0.5587437448943611	0.9731125286318761	0.49568436150021045	0.5052629525371739	0.5251164200434862	0.5457374070607808	353.87285113334656	0.059671878814697266	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.2924361228942871	1.2874603271484375e-05	1.9073486328125e-06	1.430511474609375e-06		252	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.750000494163924	1.0	True	False	0.5226304718649601	0.39490914266736254	0.5137850185219308	0.5171267267077307	1.156892843096407	0.6393307821246719	0.36066921787532813	0.39833100981787906	1.0565864190098178	0.034239924792034415	0.49312001523787397	0.6050908573326375	0.035310956544848754	0.4773695281350398	0.5697234875306932	0.03641549038689096	0.5000276747661482	0.5731305067221296	0.9132967027282142	0.4862149814780692	0.5171199623960172	0.5417600284846356	0.5522482042152417	353.87285113334656	0.059671878814697266	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.2924361228942871	1.2874603271484375e-05	1.9073486328125e-06	1.430511474609375e-06		252	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.750000494163924	1.0	True	False	0.46240942405763585	0.2930147843758484	0.48260836017823733	0.4762089887403534	0.8023252564917711	0.6593829148536353	0.3406170851463647	0.38630278699915077	0.9326686050591718	-0.047602300770516304	0.5087122848723861	0.7069852156241516	-0.05115935859482004	0.5375905759423641	0.5573137277396059	-0.054982215764126874	0.5000276746932063	0.5641132043012814	1.1624569929872792	0.5173916398217626	0.47619884961474185	0.49418874130236123	0.5193828484124189	353.0068531036377	0.061026573181152344	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.29406142234802246	1.3113021850585938e-05	2.384185791015625e-06	1.6689300537109375e-06		294	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.750000494163924	1.0	True	False	0.47771621918303564	0.2925022140688259	0.4902026699789752	0.48638016921008936	0.8795115821015462	0.6802397292767007	0.31976027072329927	0.3983996221330036	0.9614725908737685	-0.02725805665447334	0.504910994691121	0.7074977859311741	-0.029571417564268815	0.5222837808169644	0.5697936638817417	-0.032081110837989146	0.500023721040563	0.5774559130506969	1.0931892318875218	0.5097973300210248	0.48637097167276333	0.5101403236604442	0.5289773660477155	353.0068531036377	0.061026573181152344	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.29406142234802246	1.3113021850585938e-05	2.384185791015625e-06	1.6689300537109375e-06		294	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.750000494163924	1.0	True	False	0.8706729624222092	0.8865195697269542	0.8844289227002824	0.8774261481044153	51.520432908422734	0.8683337330567774	0.1316662669432226	0.7798462419700721	7.651836805407555	0.7548533027837316	0.2655199485683524	0.11348043027304577	0.7549775837221491	0.1293270375777909	0.8763074287887673	0.7551018851224915	0.5000276746932063	0.8763443775546919	0.14852042914718225	0.1155710772997176	0.8774266513918658	0.9031902998568787	0.9085442352184011	379.1902358531952	0.14033913612365723	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.29406142234802246	1.3113021850585938e-05	2.384185791015625e-06	1.6689300537109375e-06		294	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.750000494163924	1.0	True	False	0.8910248269731411	0.887699266194332	0.8881274222516305	0.8895706491658101	64.91033828519173	0.8914418545811063	0.10855814541889375	0.8014472767596923	7.937987797334536	0.7791411207754382	0.2619554169282936	0.11230073380566796	0.7791466849802366	0.10897517302685884	0.8897815518656481	0.7791522492247718	0.500023721040563	0.8897830951396699	0.12229157953942543	0.11187257774836945	0.8895705603877191	0.9167584730104097	0.9113168879324625	379.1902358531952	0.14033913612365723	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.29406142234802246	1.3113021850585938e-05	2.384185791015625e-06	1.6689300537109375e-06		294	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.750000494163924	1.0	True	False	0.8746799750467873	0.9239325543574239	0.9194031267978529	0.8957836945978999	79.61895884928667	0.867637950710146	0.13236204928985396	0.8063107414374168	11.406166506326281	0.7915705050675701	0.2284512417806001	0.07606744564257606	0.7928258081021231	0.12532002495321273	0.8927707984460912	0.7940831018446401	0.5000276746932063	0.8931455899299898	0.14325942804549086	0.08059687320214715	0.895785252533785	0.914948044191019	0.9383130689843691	354.9220633506775	0.09087800979614258	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.29406142234802246	1.3113021850585938e-05	2.384185791015625e-06	1.6689300537109375e-06		294	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.750000494163924	1.0	True	False	0.8932120342527438	0.9254333248987854	0.922650392899913	0.9074009646556496	99.77260491830805	0.8893703153167399	0.11062968468326007	0.8276602946153959	11.927182137456642	0.8148036402155254	0.2245386997272601	0.07456667510121462	0.8153328618172203	0.10678796574725627	0.9057047385160433	0.8158624271526569	0.500023721040563	0.905857533423722	0.11954365777281646	0.07734960710008698	0.9074018201077627	0.9280184649246715	0.9422877445099007	354.9220633506775	0.09087800979614258	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.29406142234802246	1.3113021850585938e-05	2.384185791015625e-06	1.6689300537109375e-06		294	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.750000494163924	1.0	True	False	0.8714151070418743	0.9211912901601794	0.9164267465717049	0.8926366866275882	74.31313512910569	0.8640852438796192	0.13591475612038084	0.8009689051323144	10.964336881492924	0.7852765340397987	0.2319516125995576	0.07880870983982058	0.7865581479948968	0.12858489295812575	0.8894866567098986	0.7878418536135792	0.5000276746932063	0.8898712428262965	0.14754238079774679	0.08357325342829514	0.8926382670198993	0.9149674893847538	0.93675950658639	369.1277930736542	0.13604497909545898	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.29406142234802246	1.3113021850585938e-05	2.384185791015625e-06	1.6689300537109375e-06		294	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.750000494163924	1.0	True	False	0.8896687468530188	0.922128036437247	0.9191872774121548	0.9038902506523286	91.71788887115123	0.8856541952623422	0.11434580473765776	0.821674833484933	11.373210007073196	0.8077822316995893	0.22870635150961946	0.07787196356275305	0.8083189496755466	0.11033125314698118	0.9021092221085778	0.8088560242651734	0.500023721040563	0.9022649657788144	0.12400209105391329	0.08081272258784522	0.9038911158497946	0.9269672939031063	0.9403792395451279	369.1277930736542	0.13604497909545898	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.29406142234802246	1.3113021850585938e-05	2.384185791015625e-06	1.6689300537109375e-06		294	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.750000494163924	1.0	True	False	0.5062521443445355	0.3928178878032194	0.504008078598389	0.5048786530595032	1.0418964255607117	0.6169270140131619	0.38307298598683814	0.383872374898735	1.016049388841717	0.009744901816381324	0.4980097656313444	0.6071821121967806	0.009999243231014115	0.49374785565546453	0.554780024316657	0.010260222942924502	0.5000276746932063	0.5576165339803109	0.9751923165442432	0.49599192140161097	0.5048724509081907	0.5249294434197009	0.5434104496021783	354.119592666626	0.06026911735534668	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.29406142234802246	1.3113021850585938e-05	2.384185791015625e-06	1.6689300537109375e-06		294	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.750000494163924	1.0	True	False	0.5209181318450757	0.3926492914979757	0.5126890670997868	0.5157903060014233	1.143951577187922	0.638919636927164	0.361080363072836	0.39751283918065367	1.0519780877559224	0.0315689284251397	0.4936663031858373	0.6073507085020242	0.0325721239414902	0.47908186815492426	0.5688861354772398	0.033607198944862526	0.500023721040563	0.5723347906670729	0.9196001900202015	0.4873109329002132	0.5157844642125698	0.5417206254433279	0.5568076524272425	354.119592666626	0.06026911735534668	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.29406142234802246	1.3113021850585938e-05	2.384185791015625e-06	1.6689300537109375e-06		294	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.750000494163924	1.0	True	False	0.4623981902355133	0.2898555308667357	0.4828741816171686	0.4764568051891231	0.8031435344488338	0.6630384077126419	0.3369615922873581	0.3877259767280573	0.9336669319158175	-0.04710606142062246	0.508578596629873	0.7101444691332643	-0.05077403876896683	0.5376018097644867	0.5587932822908268	-0.05472762814731813	0.5000263567812044	0.565830476825871	1.1625156548842255	0.5171258183828313	0.47644696928968877	0.49472111380665157	0.5201849218972978	351.9392960071564	0.06316924095153809	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.2927541732788086	1.2159347534179688e-05	1.9073486328125e-06	1.430511474609375e-06		336	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.750000494163924	1.0	True	False	0.4826331415359555	0.2905118493156101	0.4925601045148374	0.4895725846943334	0.9055098094269683	0.6886128593567159	0.3113871406432841	0.40283533765032375	0.9705769697386246	-0.02087529132767396	0.5037330019061191	0.70948815068439	-0.022756278596985674	0.5173668584640445	0.5743159255241631	-0.024806753949207172	0.5000256978955401	0.5823943869707237	1.0718569358766334	0.5074398954851627	0.489562354336163	0.5125164844529765	0.5303493702801494	351.9392960071564	0.06316924095153809	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.2927541732788086	1.2159347534179688e-05	1.9073486328125e-06	1.430511474609375e-06		336	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.750000494163924	1.0	True	False	0.8708279912320609	0.8879856822417097	0.8857466245826097	0.8781407399402755	52.26421520102369	0.8682968355080924	0.13170316449190755	0.7808407161445372	7.75165936716897	0.7562825177498023	0.2642580289641292	0.1120143177582903	0.7564285526828746	0.12917200876793913	0.8769349319854189	0.7565746158146704	0.5000263567812044	0.876978329941541	0.14831676582827824	0.11425337541739033	0.8781412588749011	0.9012095771591295	0.892588946791451	378.31028389930725	0.14573931694030762	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.2927541732788086	1.2159347534179688e-05	1.9073486328125e-06	1.430511474609375e-06		336	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.750000494163924	1.0	True	False	0.8939037569131015	0.8895566292117062	0.8901023675948729	0.8919937218064434	68.24052775602239	0.8944305639014517	0.1055694360985483	0.8054798031941784	8.098544598172069	0.7839871931131579	0.26002431471687726	0.1104433707882938	0.7839966587534234	0.10609624308689848	0.8922612169564652	0.7840061245079744	0.5000256978955401	0.8922638413484543	0.11867646491724784	0.10989763240512707	0.891993596556579	0.9229819246301901	0.9313109228608981	378.31028389930725	0.14573931694030762	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.2927541732788086	1.2159347534179688e-05	1.9073486328125e-06	1.430511474609375e-06		336	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.750000494163924	1.0	True	False	0.8741740979182537	0.9255408037660554	0.920901281304601	0.8961661426060004	80.88565563648088	0.8667945781687747	0.1332054218312253	0.8067322740005592	11.641202457321436	0.79233538193483	0.2266586553738004	0.07445919623394459	0.7937041982146248	0.12582590208174627	0.8930291284543794	0.7950753792228547	0.5000263567812044	0.8934384352956313	0.14392171721571662	0.07909871869539897	0.896167690967415	0.9133773890515896	0.9334700390568246	358.90313935279846	0.09160876274108887	Edge Prediction	Perceptron	Ensmallen	HomoSapiens	16812	505905	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""PPI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.3589859008789062e-05	9.5367431640625e-06	5.0067901611328125e-06	0.2927541732788086	1.2159347534179688e-05	1.9073486328125e-06	1.430511474609375e-06		336	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
