	evaluation_mode	train_size	validation_unbalance_rate	use_scale_free_distribution	validation_sample_only_edges_with_heterogeneous_node_types	informedness	positive_likelyhood_ratio	fall_out	diagnostic_odds_ratio	accuracy	recall	specificity	prevalence	threat_score	false_omission_rate	f1_score	markedness	matthews_correlation_coefficient	precision	negative_likelyhood_ratio	balanced_accuracy	false_discovery_rate	miss_rate	fowlkes_mallows_index	prevalence_threshold	negative_predictive_value	auroc	auprc	time_required_for_training	time_required_for_evaluation	task_name	model_name	library_name	graph_name	nodes_number	edges_number	evaluation_schema	holdout_number	holdouts_kwargs	use_subgraph_as_support	number_of_threads	python_version	platform	number_of_holdouts	number_of_slurm_nodes	time_required_to_compute_constant_node_features	time_required_to_compute_constant_node_type_features	time_required_to_compute_constant_edge_features	time_required_for_setting_up_holdout	time_required_to_compute_node_features	time_required_to_compute_node_type_features	time_required_to_compute_edge_features	features_names	('model_parameters', 'random_state')	('model_parameters', 'edge_features')	('model_parameters', 'edge_embeddings')	('model_parameters', 'cooccurrence_iterations')	('model_parameters', 'cooccurrence_window_size')	('model_parameters', 'number_of_epochs')	('model_parameters', 'number_of_edges_per_mini_batch')	('model_parameters', 'sample_only_edges_with_heterogeneous_node_types')	('model_parameters', 'learning_rate')	('model_parameters', 'first_order_decay_factor')	('model_parameters', 'second_order_decay_factor')	('model_parameters', 'avoid_false_negatives')	('model_parameters', 'use_scale_free_distribution')	('features_parameters', 'random_state')	('features_parameters', 'embedding_size')	('features_parameters', 'epochs')	('features_parameters', 'learning_rate')	('features_parameters', 'learning_rate_decay')	('features_parameters', 'avoid_false_negatives')	('features_parameters', 'use_scale_free_distribution')	('features_parameters', 'node_embedding_path')	('features_parameters', 'dtype')	('features_parameters', 'verbose')	('features_parameters', 'contextual_node_embedding_path')	('features_parameters', 'clipping_value')	('features_parameters', 'number_of_negative_samples')	('features_parameters', 'walk_length')	('features_parameters', 'iterations')	('features_parameters', 'window_size')	('features_parameters', 'max_neighbours')	('features_parameters', 'central_nodes_embedding_path')	('features_parameters', 'contextual_nodes_embedding_path')	('features_parameters', 'normalize_by_degree')	('features_parameters', 'stochastic_downsample_by_degree')	('features_parameters', 'normalize_learning_rate_by_degree')	('features_parameters', 'return_weight')	('features_parameters', 'explore_weight')
1	test	0.001620319119467757	1.0	True	False	-0.014705882352941124	0.0	0.014705882352941124	0.0	0.49264705882352944	0.0	0.9852941176470589	0.5	0.0	0.5037037037037037	0.0	-0.5037037037037037	-0.08606629658238689	0.0	1.0149253731343284	0.49264705882352944	1.0	1.0	0.0	1.0	0.49629629629629635	0.4734004987564879	0.46057905582752123	0.0014424324035644531	0.007681131362915039	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.0265579223632812e-05	1.6689300537109375e-06	1.430511474609375e-06	1.3312432765960693	0.46024298667907715	2.6226043701171875e-06	1.9073486328125e-06	DeepWalk CBOW	210	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.001620319119467757	1.0	True	False	-0.02267156862745101	0.0	0.02267156862745101	0.0	0.4886642156862745	0.0	0.977328431372549	0.5	0.0	0.5057328788348311	0.0	-0.5057328788348311	-0.10707827823448714	0.0	1.0231974921630094	0.4886642156862745	1.0	1.0	0.0	1.0	0.4942671211651689	0.48013393661692616	0.46309744185877205	0.0006825923919677734	0.006439924240112305	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.0265579223632812e-05	1.6689300537109375e-06	1.430511474609375e-06	1.3312432765960693	0.46024298667907715	2.6226043701171875e-06	1.9073486328125e-06	DeepWalk CBOW	210	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.001620319119467757	1.0	True	False	-0.014705882352941124	0.0	0.014705882352941124	0.0	0.49264705882352944	0.0	0.9852941176470589	0.5	0.0	0.5037037037037037	0.0	-0.5037037037037037	-0.08606629658238689	0.0	1.0149253731343284	0.49264705882352944	1.0	1.0	0.0	1.0	0.49629629629629635	0.4734004987564879	0.46057905582752123	0.0006825923919677734	0.006439924240112305	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.0265579223632812e-05	1.6689300537109375e-06	1.430511474609375e-06	1.3312432765960693	0.46024298667907715	2.6226043701171875e-06	1.9073486328125e-06	DeepWalk CBOW	210	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.001620319119467757	1.0	True	False	-0.01930147058823528	0.0	0.01930147058823528	0.0	0.49034926470588236	0.0	0.9806985294117647	0.5	0.0	0.5048723897911833	0.0	-0.5048723897911833	-0.09871565013900573	0.0	1.0196813495782568	0.49034926470588236	1.0	1.0	0.0	1.0	0.4951276102088167	0.4791722985149942	0.4684195452129199	0.0012171268463134766	0.006732940673828125	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.0265579223632812e-05	1.6689300537109375e-06	1.430511474609375e-06	1.4767522811889648	0.4679992198944092	5.7220458984375e-06	1.1920928955078125e-05	DeepWalk CBOW	252	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.001620319119467757	1.0	True	False	-0.01746323529411764	0.0	0.01746323529411764	0.0	0.4912683823529412	0.0	0.9825367647058824	0.5	0.0	0.5044042651831248	0.0	-0.5044042651831248	-0.09385377118821288	0.0	1.0177736202057999	0.4912683823529412	1.0	1.0	0.0	1.0	0.49559573481687524	0.4595115160034602	0.45355369847451604	0.0012171268463134766	0.006732940673828125	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.0265579223632812e-05	1.6689300537109375e-06	1.430511474609375e-06	1.4767522811889648	0.4679992198944092	5.7220458984375e-06	1.1920928955078125e-05	DeepWalk CBOW	252	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.001620319119467757	1.0	True	False	-0.01930147058823528	0.0	0.01930147058823528	0.0	0.49034926470588236	0.0	0.9806985294117647	0.5	0.0	0.5048723897911833	0.0	-0.5048723897911833	-0.09871565013900573	0.0	1.0196813495782568	0.49034926470588236	1.0	1.0	0.0	1.0	0.4951276102088167	0.4791722985149942	0.4684195452129199	0.0006406307220458984	0.00489497184753418	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.0265579223632812e-05	1.6689300537109375e-06	1.430511474609375e-06	1.4767522811889648	0.4679992198944092	5.7220458984375e-06	1.1920928955078125e-05	DeepWalk CBOW	252	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.001620319119467757	1.0	True	False	-0.01746323529411764	0.0	0.01746323529411764	0.0	0.4912683823529412	0.0	0.9825367647058824	0.5	0.0	0.5044042651831248	0.0	-0.5044042651831248	-0.09385377118821288	0.0	1.0177736202057999	0.4912683823529412	1.0	1.0	0.0	1.0	0.49559573481687524	0.4595115160034602	0.45355369847451604	0.0006406307220458984	0.00489497184753418	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.0265579223632812e-05	1.6689300537109375e-06	1.430511474609375e-06	1.4767522811889648	0.4679992198944092	5.7220458984375e-06	1.1920928955078125e-05	DeepWalk CBOW	252	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.001620319119467757	1.0	True	False	-0.01930147058823528	0.0	0.01930147058823528	0.0	0.49034926470588236	0.0	0.9806985294117647	0.5	0.0	0.5048723897911833	0.0	-0.5048723897911833	-0.09871565013900573	0.0	1.0196813495782568	0.49034926470588236	1.0	1.0	0.0	1.0	0.4951276102088167	0.48329884764874087	0.4693947849179028	0.0012354850769042969	0.008038759231567383	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.0265579223632812e-05	1.6689300537109375e-06	1.430511474609375e-06	1.3450696468353271	0.45563340187072754	2.6226043701171875e-06	2.6226043701171875e-06	DeepWalk CBOW	294	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.001620319119467757	1.0	True	False	-0.03584558823529416	0.0	0.03584558823529416	0.0	0.4820772058823529	0.0	0.9641544117647058	0.5	0.0	0.5091249415067852	0.0	-0.5091249415067852	-0.13509212787416758	0.0	1.0371782650142993	0.4820772058823529	1.0	1.0	0.0	1.0	0.4908750584932148	0.4703204409061419	0.4580742790481043	0.0012354850769042969	0.008038759231567383	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.0265579223632812e-05	1.6689300537109375e-06	1.430511474609375e-06	1.3450696468353271	0.45563340187072754	2.6226043701171875e-06	2.6226043701171875e-06	DeepWalk CBOW	294	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.001620319119467757	1.0	True	False	-0.01930147058823528	0.0	0.01930147058823528	0.0	0.49034926470588236	0.0	0.9806985294117647	0.5	0.0	0.5048723897911833	0.0	-0.5048723897911833	-0.09871565013900573	0.0	1.0196813495782568	0.49034926470588236	1.0	1.0	0.0	1.0	0.4951276102088167	0.48329884764874087	0.4693947849179028	0.0007257461547851562	0.0069429874420166016	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.0265579223632812e-05	1.6689300537109375e-06	1.430511474609375e-06	1.3450696468353271	0.45563340187072754	2.6226043701171875e-06	2.6226043701171875e-06	DeepWalk CBOW	294	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.001620319119467757	1.0	True	False	-0.03584558823529416	0.0	0.03584558823529416	0.0	0.4820772058823529	0.0	0.9641544117647058	0.5	0.0	0.5091249415067852	0.0	-0.5091249415067852	-0.13509212787416758	0.0	1.0371782650142993	0.4820772058823529	1.0	1.0	0.0	1.0	0.4908750584932148	0.4703204409061419	0.4580742790481043	0.0007257461547851562	0.0069429874420166016	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.0265579223632812e-05	1.6689300537109375e-06	1.430511474609375e-06	1.3450696468353271	0.45563340187072754	2.6226043701171875e-06	2.6226043701171875e-06	DeepWalk CBOW	294	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.001620319119467757	1.0	True	False	-0.01930147058823528	0.0	0.01930147058823528	0.0	0.49034926470588236	0.0	0.9806985294117647	0.5	0.0	0.5048723897911833	0.0	-0.5048723897911833	-0.09871565013900573	0.0	1.0196813495782568	0.49034926470588236	1.0	1.0	0.0	1.0	0.4951276102088167	0.47466569348327564	0.4622965470328377	0.0013623237609863281	0.009535074234008789	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.0265579223632812e-05	1.6689300537109375e-06	1.430511474609375e-06	1.4937686920166016	0.4715099334716797	1.2636184692382812e-05	1.1682510375976562e-05	DeepWalk CBOW	336	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.001620319119467757	1.0	True	False	-0.032169117647058876	0.0	0.032169117647058876	0.0	0.48391544117647056	0.0	0.9678308823529411	0.5	0.0	0.5081737505838393	0.0	-0.5081737505838393	-0.12785734694447043	0.0	1.0332383665717	0.48391544117647056	1.0	1.0	0.0	1.0	0.4918262494161607	0.474484347967128	0.46205171303114356	0.0013623237609863281	0.009535074234008789	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.0265579223632812e-05	1.6689300537109375e-06	1.430511474609375e-06	1.4937686920166016	0.4715099334716797	1.2636184692382812e-05	1.1682510375976562e-05	DeepWalk CBOW	336	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.001620319119467757	1.0	True	False	-0.01930147058823528	0.0	0.01930147058823528	0.0	0.49034926470588236	0.0	0.9806985294117647	0.5	0.0	0.5048723897911833	0.0	-0.5048723897911833	-0.09871565013900573	0.0	1.0196813495782568	0.49034926470588236	1.0	1.0	0.0	1.0	0.4951276102088167	0.47466569348327564	0.4622965470328377	0.0006818771362304688	0.0066068172454833984	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.0265579223632812e-05	1.6689300537109375e-06	1.430511474609375e-06	1.4937686920166016	0.4715099334716797	1.2636184692382812e-05	1.1682510375976562e-05	DeepWalk CBOW	336	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.001620319119467757	1.0	True	False	-0.032169117647058876	0.0	0.032169117647058876	0.0	0.48391544117647056	0.0	0.9678308823529411	0.5	0.0	0.5081737505838393	0.0	-0.5081737505838393	-0.12785734694447043	0.0	1.0332383665717	0.48391544117647056	1.0	1.0	0.0	1.0	0.4918262494161607	0.474484347967128	0.46205171303114356	0.0006818771362304688	0.0066068172454833984	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.0265579223632812e-05	1.6689300537109375e-06	1.430511474609375e-06	1.4937686920166016	0.4715099334716797	1.2636184692382812e-05	1.1682510375976562e-05	DeepWalk CBOW	336	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.001620319119467757	1.0	True	False	-0.023284313725490224	0.0	0.023284313725490224	0.0	0.4883578431372549	0.0	0.9767156862745098	0.5	0.0	0.5058896466212027	0.0	-0.5058896466212027	-0.10853245248498473	0.0	1.0238393977415308	0.4883578431372549	1.0	1.0	0.0	1.0	0.4941103533787973	0.4804882737408689	0.4627606981782579	0.0012955665588378906	0.007580995559692383	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.0265579223632812e-05	1.6689300537109375e-06	1.430511474609375e-06	1.4525794982910156	0.46234917640686035	2.6226043701171875e-06	2.384185791015625e-06	DeepWalk CBOW	378	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.001620319119467757	1.0	True	False	-0.022058823529411797	0.0	0.022058823529411797	0.0	0.4889705882352941	0.0	0.9779411764705882	0.5	0.0	0.5055762081784386	0.0	-0.5055762081784386	-0.1056050015713145	0.0	1.0225563909774436	0.4889705882352941	1.0	1.0	0.0	1.0	0.4944237918215614	0.4726393544550173	0.4599178669528579	0.0012955665588378906	0.007580995559692383	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.0265579223632812e-05	1.6689300537109375e-06	1.430511474609375e-06	1.4525794982910156	0.46234917640686035	2.6226043701171875e-06	2.384185791015625e-06	DeepWalk CBOW	378	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.001620319119467757	1.0	True	False	-0.023284313725490224	0.0	0.023284313725490224	0.0	0.4883578431372549	0.0	0.9767156862745098	0.5	0.0	0.5058896466212027	0.0	-0.5058896466212027	-0.10853245248498473	0.0	1.0238393977415308	0.4883578431372549	1.0	1.0	0.0	1.0	0.4941103533787973	0.4804882737408689	0.4627606981782579	0.0007271766662597656	0.007432460784912109	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.0265579223632812e-05	1.6689300537109375e-06	1.430511474609375e-06	1.4525794982910156	0.46234917640686035	2.6226043701171875e-06	2.384185791015625e-06	DeepWalk CBOW	378	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.001620319119467757	1.0	True	False	-0.022058823529411797	0.0	0.022058823529411797	0.0	0.4889705882352941	0.0	0.9779411764705882	0.5	0.0	0.5055762081784386	0.0	-0.5055762081784386	-0.1056050015713145	0.0	1.0225563909774436	0.4889705882352941	1.0	1.0	0.0	1.0	0.4944237918215614	0.4726393544550173	0.4599178669528579	0.0007271766662597656	0.007432460784912109	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.0265579223632812e-05	1.6689300537109375e-06	1.430511474609375e-06	1.4525794982910156	0.46234917640686035	2.6226043701171875e-06	2.384185791015625e-06	DeepWalk CBOW	378	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.001620319119467757	1.0	True	False	-0.02083333333333337	0.0	0.02083333333333337	0.0	0.4895833333333333	0.0	0.9791666666666666	0.5	0.0	0.5052631578947369	0.0	-0.5052631578947369	-0.1025978352085155	0.0	1.021276595744681	0.4895833333333333	1.0	1.0	0.0	1.0	0.49473684210526314	0.4730173453419358	0.4617188111168896	0.001310110092163086	0.008080482482910156	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.0265579223632812e-05	1.6689300537109375e-06	1.430511474609375e-06	1.5511038303375244	0.4714231491088867	1.2874603271484375e-05	8.821487426757812e-06	DeepWalk CBOW	420	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.001620319119467757	1.0	True	False	-0.01930147058823528	0.0	0.01930147058823528	0.0	0.49034926470588236	0.0	0.9806985294117647	0.5	0.0	0.5048723897911833	0.0	-0.5048723897911833	-0.09871565013900573	0.0	1.0196813495782568	0.49034926470588236	1.0	1.0	0.0	1.0	0.4951276102088167	0.46401755785034604	0.46163617825625647	0.001310110092163086	0.008080482482910156	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.0265579223632812e-05	1.6689300537109375e-06	1.430511474609375e-06	1.5511038303375244	0.4714231491088867	1.2874603271484375e-05	8.821487426757812e-06	DeepWalk CBOW	420	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.001620319119467757	1.0	True	False	-0.02083333333333337	0.0	0.02083333333333337	0.0	0.4895833333333333	0.0	0.9791666666666666	0.5	0.0	0.5052631578947369	0.0	-0.5052631578947369	-0.1025978352085155	0.0	1.021276595744681	0.4895833333333333	1.0	1.0	0.0	1.0	0.49473684210526314	0.4730173453419358	0.4617188111168896	0.0007457733154296875	0.008043289184570312	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.0265579223632812e-05	1.6689300537109375e-06	1.430511474609375e-06	1.5511038303375244	0.4714231491088867	1.2874603271484375e-05	8.821487426757812e-06	DeepWalk CBOW	420	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.001620319119467757	1.0	True	False	-0.01930147058823528	0.0	0.01930147058823528	0.0	0.49034926470588236	0.0	0.9806985294117647	0.5	0.0	0.5048723897911833	0.0	-0.5048723897911833	-0.09871565013900573	0.0	1.0196813495782568	0.49034926470588236	1.0	1.0	0.0	1.0	0.4951276102088167	0.46401755785034604	0.46163617825625647	0.0007457733154296875	0.008043289184570312	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.0265579223632812e-05	1.6689300537109375e-06	1.430511474609375e-06	1.5511038303375244	0.4714231491088867	1.2874603271484375e-05	8.821487426757812e-06	DeepWalk CBOW	420	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.001620319119467757	1.0	True	False	-0.021752450980392135	0.0	0.021752450980392135	0.0	0.48912377450980393	0.0	0.9782475490196079	0.5	0.0	0.5054979092457798	0.0	-0.5054979092457798	-0.10486094836286547	0.0	1.0222361415596617	0.48912377450980393	1.0	1.0	0.0	1.0	0.49450209075422025	0.4803141557634083	0.4678939826152939	0.001302480697631836	0.010700702667236328	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.1961669921875e-05	1.6689300537109375e-06	1.6689300537109375e-06	1.8857293128967285	0.9377312660217285	1.0728836059570312e-05	2.09808349609375e-05	DeepWalk SkipGram	42	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.001620319119467757	1.0	True	False	-0.02113970588235292	0.0	0.02113970588235292	0.0	0.48943014705882354	0.0	0.9788602941176471	0.5	0.0	0.5053413841151881	0.0	-0.5053413841151881	-0.10335747786384984	0.0	1.0215962441314554	0.48943014705882354	1.0	1.0	0.0	1.0	0.49465861588481186	0.47846324881055363	0.4660916735900205	0.001302480697631836	0.010700702667236328	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		4.1961669921875e-05	1.6689300537109375e-06	1.6689300537109375e-06	1.8857293128967285	0.9377312660217285	1.0728836059570312e-05	2.09808349609375e-05	DeepWalk SkipGram	42	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
