	evaluation_mode	train_size	validation_unbalance_rate	use_scale_free_distribution	validation_sample_only_edges_with_heterogeneous_node_types	f1_score	specificity	diagnostic_odds_ratio	fall_out	prevalence_threshold	miss_rate	recall	negative_predictive_value	negative_likelyhood_ratio	balanced_accuracy	precision	false_discovery_rate	positive_likelyhood_ratio	matthews_correlation_coefficient	false_omission_rate	fowlkes_mallows_index	prevalence	accuracy	informedness	markedness	threat_score	auroc	auprc	time_required_for_training	time_required_for_evaluation	task_name	model_name	library_name	graph_name	nodes_number	edges_number	evaluation_schema	holdout_number	holdouts_kwargs	use_subgraph_as_support	number_of_threads	python_version	platform	number_of_holdouts	number_of_slurm_nodes	time_required_to_compute_constant_node_features	time_required_to_compute_constant_node_type_features	time_required_to_compute_constant_edge_features	time_required_for_setting_up_holdout	time_required_to_compute_node_features	time_required_to_compute_node_type_features	time_required_to_compute_edge_features	features_names	('model_parameters', 'random_state')	('model_parameters', 'edge_features')	('model_parameters', 'edge_embeddings')	('model_parameters', 'cooccurrence_iterations')	('model_parameters', 'cooccurrence_window_size')	('model_parameters', 'number_of_epochs')	('model_parameters', 'number_of_edges_per_mini_batch')	('model_parameters', 'sample_only_edges_with_heterogeneous_node_types')	('model_parameters', 'learning_rate')	('model_parameters', 'first_order_decay_factor')	('model_parameters', 'second_order_decay_factor')	('model_parameters', 'avoid_false_negatives')	('model_parameters', 'use_scale_free_distribution')
1	test	0.001620319119467757	1.0	True	False	0.8017241379310345	0.9779411764705882	95.88372093023241	0.022058823529411797	0.15225881209433417	0.3161764705882353	0.6838235294117647	0.7556818181818181	0.3233082706766917	0.8308823529411764	0.96875	0.03125	30.999999999999954	0.6923896367587465	0.24431818181818182	0.8139127988412808	0.5	0.8308823529411765	0.6617647058823528	0.7244318181818181	0.6690647482014388	0.9632640165441176	0.9591916794493559	3.5294601917266846	0.01142430305480957	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.055917739868164	3.647804260253906e-05	1.1205673217773438e-05	1.9073486328125e-06		168	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	3.967526912689209	0.0066394805908203125	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.055917739868164	3.647804260253906e-05	1.1205673217773438e-05	1.9073486328125e-06		168	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	3.967526912689209	0.0066394805908203125	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.055917739868164	3.647804260253906e-05	1.1205673217773438e-05	1.9073486328125e-06		168	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	3.7886972427368164	0.006956815719604492	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.055917739868164	3.647804260253906e-05	1.1205673217773438e-05	1.9073486328125e-06		168	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	3.7886972427368164	0.006956815719604492	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.055917739868164	3.647804260253906e-05	1.1205673217773438e-05	1.9073486328125e-06		168	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	3.515564441680908	0.006392002105712891	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.055917739868164	3.647804260253906e-05	1.1205673217773438e-05	1.9073486328125e-06		168	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	3.515564441680908	0.006392002105712891	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.055917739868164	3.647804260253906e-05	1.1205673217773438e-05	1.9073486328125e-06		168	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.5170377101317583	1.0	inf	0.0	0.0	0.6513480392156863	0.3486519607843137	0.6055658627087199	0.6513480392156863	0.6743259803921569	1.0	0.0	inf	0.4594907239732264	0.39443413729128013	0.5904675780974885	0.5	0.6743259803921569	0.3486519607843137	0.6055658627087199	0.3486519607843137	0.9997447834066224	0.999362371896253	3.642007350921631	0.00595545768737793	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.055917739868164	3.647804260253906e-05	1.1205673217773438e-05	1.9073486328125e-06		168	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	0.9981617647058824	0.9883802415992929	3.642007350921631	0.00595545768737793	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.055917739868164	3.647804260253906e-05	1.1205673217773438e-05	1.9073486328125e-06		168	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.993607305936073	0.9871323529411765	inf	0.012867647058823484	0.10187894689416381	0.0	1.0	1.0	0.0	0.9935661764705883	0.9872958257713249	0.012704174228675091	77.71428571428599	0.9872140859725664	0.0	0.9936276092034304	0.5	0.9935661764705882	0.9871323529411766	0.9872958257713249	0.9872958257713249	0.9947582510332564	0.988507521001254	3.85841703414917	0.00942230224609375	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.267216444015503	3.552436828613281e-05	8.821487426757812e-06	3.337860107421875e-06		210	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.7831858407079646	0.9889705882352942	167.06315789473746	0.011029411764705843	0.11519216806669995	0.3492647058823529	0.6507352941176471	0.739010989010989	0.3531598513011152	0.8198529411764706	0.9833333333333333	0.01666666666666672	59.00000000000021	0.6797704848608185	0.260989010989011	0.7999310632062946	0.5	0.8198529411764706	0.6397058823529411	0.7223443223443224	0.6436363636363637	0.9811504852400519	0.9753764789405618	3.85841703414917	0.00942230224609375	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.267216444015503	3.552436828613281e-05	8.821487426757812e-06	3.337860107421875e-06		210	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	4.195400714874268	0.00663447380065918	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.267216444015503	3.552436828613281e-05	8.821487426757812e-06	3.337860107421875e-06		210	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	4.195400714874268	0.00663447380065918	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.267216444015503	3.552436828613281e-05	8.821487426757812e-06	3.337860107421875e-06		210	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	3.858096122741699	0.014024019241333008	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.267216444015503	3.552436828613281e-05	8.821487426757812e-06	3.337860107421875e-06		210	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	3.858096122741699	0.014024019241333008	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.267216444015503	3.552436828613281e-05	8.821487426757812e-06	3.337860107421875e-06		210	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	3.8959431648254395	0.0067806243896484375	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.267216444015503	3.552436828613281e-05	8.821487426757812e-06	3.337860107421875e-06		210	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	3.8959431648254395	0.0067806243896484375	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.267216444015503	3.552436828613281e-05	8.821487426757812e-06	3.337860107421875e-06		210	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.5448060633080696	1.0	inf	0.0	0.0	0.6256127450980392	0.3743872549019608	0.6151526573690163	0.6256127450980392	0.6871936274509804	1.0	0.0	inf	0.47990135938339706	0.3848473426309838	0.611871926878461	0.5	0.6871936274509803	0.3743872549019609	0.6151526573690163	0.3743872549019608	0.9996639663831218	0.9992983608171708	3.7672526836395264	0.006165266036987305	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.267216444015503	3.552436828613281e-05	8.821487426757812e-06	3.337860107421875e-06		210	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	3.7672526836395264	0.006165266036987305	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	4	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.267216444015503	3.552436828613281e-05	8.821487426757812e-06	3.337860107421875e-06		210	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.9923989054423837	0.9846813725490197	inf	0.015318627450980338	0.11013696251850733	0.0	1.0	1.0	0.0	0.9923406862745099	0.9849124924562462	0.015087507543753764	65.28000000000023	0.9847969257225027	0.0	0.9924275754211217	0.5	0.9923406862745098	0.9846813725490198	0.9849124924562462	0.9849124924562462	0.9953507214773164	0.9919629298682588	3.849022626876831	0.007258415222167969	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.121082067489624	4.172325134277344e-05	1.2636184692382812e-05	2.86102294921875e-06		252	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.7736900780379041	0.9889705882352942	157.9407783417941	0.011029411764705843	0.11621389497419142	0.3621323529411765	0.6378676470588235	0.7319727891156462	0.36617100371747213	0.8134191176470589	0.9830028328611898	0.016997167138810165	57.833333333333535	0.669458032410004	0.2680272108843537	0.7918495463466056	0.5	0.8134191176470589	0.6268382352941178	0.7149756219768362	0.6309090909090909	0.9779572272383218	0.9751236463378296	3.849022626876831	0.007258415222167969	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.121082067489624	4.172325134277344e-05	1.2636184692382812e-05	2.86102294921875e-06		252	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	3.909775733947754	0.018851280212402344	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.121082067489624	4.172325134277344e-05	1.2636184692382812e-05	2.86102294921875e-06		252	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	3.909775733947754	0.018851280212402344	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.121082067489624	4.172325134277344e-05	1.2636184692382812e-05	2.86102294921875e-06		252	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	3.7375590801239014	0.006514310836791992	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.121082067489624	4.172325134277344e-05	1.2636184692382812e-05	2.86102294921875e-06		252	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	3.7375590801239014	0.006514310836791992	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.121082067489624	4.172325134277344e-05	1.2636184692382812e-05	2.86102294921875e-06		252	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	3.811506748199463	0.0070743560791015625	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.121082067489624	4.172325134277344e-05	1.2636184692382812e-05	2.86102294921875e-06		252	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	3.811506748199463	0.0070743560791015625	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.121082067489624	4.172325134277344e-05	1.2636184692382812e-05	2.86102294921875e-06		252	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.5210693248753965	1.0	inf	0.0	0.0	0.647671568627451	0.35232843137254904	0.606917069542581	0.647671568627451	0.6761642156862745	1.0	0.0	inf	0.4624220356829482	0.3930829304574191	0.5935725999172713	0.5	0.6761642156862745	0.352328431372549	0.606917069542581	0.35232843137254904	0.9999918338199251	0.9996853530346055	4.194417715072632	0.008565425872802734	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.121082067489624	4.172325134277344e-05	1.2636184692382812e-05	2.86102294921875e-06		252	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.003669724770642202	1.0	inf	0.0	0.0	0.9981617647058824	0.001838235294117647	0.500459981600736	0.9981617647058824	0.5009191176470589	1.0	0.0	inf	0.030330895164368973	0.49954001839926404	0.04287464628562721	0.5	0.5009191176470589	0.0018382352941177516	0.500459981600736	0.001838235294117647	1.0	0.9990808823529411	4.194417715072632	0.008565425872802734	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.121082067489624	4.172325134277344e-05	1.2636184692382812e-05	2.86102294921875e-06		252	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.991494532199271	0.9828431372549019	inf	0.01715686274509809	0.11581435626820352	0.0	1.0	1.0	0.0	0.991421568627451	0.983132530120482	0.016867469879518038	58.285714285714114	0.9829878230379885	0.0	0.9915303979810614	0.5	0.991421568627451	0.982843137254902	0.9831325301204821	0.983132530120482	0.9949844636077471	0.989596105233017	3.4589130878448486	0.015557050704956055	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.084566593170166	6.0558319091796875e-05	3.1948089599609375e-05	3.337860107421875e-06		294	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.7913043478260869	0.9779411764705882	89.6518518518517	0.022058823529411797	0.15366717774838995	0.3308823529411765	0.6691176470588235	0.747191011235955	0.33834586466165417	0.8235294117647058	0.9680851063829787	0.03191489361702127	30.333333333333286	0.6803129597216213	0.25280898876404495	0.8048371441078435	0.5	0.8235294117647058	0.6470588235294117	0.7152761176189337	0.6546762589928058	0.9637903127703287	0.9577772758882243	3.4589130878448486	0.015557050704956055	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.084566593170166	6.0558319091796875e-05	3.1948089599609375e-05	3.337860107421875e-06		294	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9996936274509803	4.147111177444458	0.010170221328735352	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.084566593170166	6.0558319091796875e-05	3.1948089599609375e-05	3.337860107421875e-06		294	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.001620319119467757	1.0	True	False	0.0	1.0		0.0		1.0	0.0	0.5	1.0	0.5					0.5		0.5	0.5	0.0		0.0	1.0	0.9990808823529411	4.147111177444458	0.010170221328735352	Edge Prediction	Perceptron	Ensmallen	KGIDG	239456	2014418	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}"	True	48	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.193450927734375e-05	5.245208740234375e-06	3.0994415283203125e-06	1.084566593170166	6.0558319091796875e-05	3.1948089599609375e-05	3.337860107421875e-06		294	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
