,features_names,evaluation_negative_sampling_method,model_negative_examples,accuracy,fall_out,informedness,miss_rate,balanced_accuracy,threat_score,false_discovery_rate,fowlkes_mallows_index,precision,recall,specificity,f1_score,auroc,auprc
821,JaccardCoefficient,UNS,DANS,0.4533551554828151,0.9983633387888708,-0.0932896890343699,0.0949263502454992,0.453355155482815,0.4529074529074529,0.5245055889939811,0.6560163580331547,0.4754944110060189,0.9050736497545008,0.0016366612111292,0.6234498308906427,0.8168439493090397,0.8161076926950047
822,JaccardCoefficient,UNS,DANS,0.559432933478735,0.0016357688113413,0.11886586695747,0.8794983642311887,0.559432933478735,0.120304844855743,0.013392857142857,0.3448010652180168,0.9866071428571428,0.1205016357688113,0.9983642311886588,0.2147716229348882,0.9973850591457374,0.9884823072406336
823,JaccardCoefficient,UNS,DANS,0.563011456628478,0.0016366612111292,0.1260229132569559,0.8723404255319149,0.563011456628478,0.1274509803921568,0.0126582278481012,0.3550262391534975,0.9873417721518988,0.1276595744680851,0.9983633387888708,0.2260869565217391,0.9969001208075624,0.987329988985482
824,ResourceAllocationIndex,UNS,DANS,0.4724645583424209,1.0,-0.055070883315158,0.055070883315158,0.4724645583424209,0.4724645583424209,0.5141575553686571,0.6775593494694756,0.4858424446313428,0.944929116684842,0.0,0.6417330124051102,0.8222880041242067,0.8108268576342813
825,ResourceAllocationIndex,UNS,DANS,0.4713584288052373,1.0,-0.0572831423895253,0.0572831423895253,0.4713584288052373,0.4713584288052373,0.5147430497051391,0.6763578249089853,0.485256950294861,0.9427168576104746,0.0,0.6407119021134594,0.816550636047798,0.8148656491430244
826,ResourceAllocationIndex,UNS,DANS,0.559432933478735,0.0016357688113413,0.11886586695747,0.8794983642311887,0.559432933478735,0.120304844855743,0.013392857142857,0.3448010652180168,0.9866071428571428,0.1205016357688113,0.9983642311886588,0.2147716229348882,0.9975812057239422,0.9952605497987094
827,ResourceAllocationIndex,UNS,DANS,0.563011456628478,0.0016366612111292,0.1260229132569559,0.8723404255319149,0.563011456628478,0.1274509803921568,0.0126582278481012,0.3550262391534975,0.9873417721518988,0.1276595744680851,0.9983633387888708,0.2260869565217391,0.9971090562813236,0.9936962858100346
828,PreferentialAttachment,UNS,DANS,0.480370774263904,1.0,-0.0392584514721919,0.0392584514721919,0.480370774263904,0.480370774263904,0.5100111234705228,0.6861141829158838,0.4899888765294772,0.960741548527808,0.0,0.6489871086556169,6.548129420173173e-05,0.3068548076251778
829,PreferentialAttachment,UNS,DANS,0.4844517184942717,1.0,-0.0310965630114565,0.0310965630114565,0.4844517184942717,0.4844517184942717,0.5078969243557772,0.6905073217166641,0.4921030756442228,0.9689034369885434,0.0,0.6527012127894156,0.441561685519968,0.499609902251562
830,PreferentialAttachment,UNS,DANS,0.8347873500545256,0.0,0.6695747001090513,0.3304252998909487,0.8347873500545256,0.6695747001090513,0.0,0.8182754426897164,1.0,0.6695747001090513,1.0,0.8020901371652515,0.9999403904677074,0.9996654827659548
831,PreferentialAttachment,UNS,DANS,0.6145662847790507,0.0,0.2291325695581014,0.7708674304418985,0.6145662847790507,0.2291325695581014,0.0,0.4786779392849659,1.0,0.2291325695581014,1.0,0.3728362183754993,0.9930361538729404,0.991766591924298
832,Walklets SkipGram,UNS,DANS,0.9525627044711014,0.0245365321701199,0.9051254089422028,0.0703380588876771,0.9525627044711014,0.9073975518893028,0.0257142857142856,0.9517123243611292,0.9742857142857144,0.9296619411123228,0.97546346782988,0.9514508928571428,0.9722546614356948,0.966337634135428
833,Walklets SkipGram,UNS,DANS,0.6112929623567921,0.0261865793780687,0.2225859247135841,0.7512274959083469,0.6112929623567921,0.2424242424242424,0.0952380952380952,0.474425847371697,0.9047619047619048,0.248772504091653,0.9738134206219312,0.3902439024390244,0.4696521224361876,0.6194467184906242
836,Second-order LINE,DANS,DANS,0.6992911668484187,0.2562704471101418,0.3985823336968375,0.3451472191930207,0.6992911668484187,0.5212673611111112,0.2812687013764213,0.6860489702321999,0.7187312986235787,0.6548527808069793,0.7437295528898582,0.6853067047075606,0.7701175482138546,0.7664040068394945
837,Second-order LINE,DANS,DANS,0.632569558101473,0.2520458265139116,0.2651391162029459,0.4828150572831423,0.632569558101473,0.4130718954248366,0.3276595744680851,0.5896815619170664,0.6723404255319149,0.5171849427168577,0.7479541734860884,0.5846438482886216,0.6711221710002919,0.6968740937036716
842,Second-order LINE,DANS,UNS,0.6461286804798255,0.6804798255179935,0.292257360959651,0.0272628135223554,0.6461286804798255,0.5788449059052563,0.4116094986807388,0.7565377193527557,0.5883905013192612,0.9727371864776444,0.3195201744820065,0.7332511302918208,0.7507823565298155,0.7135552984945266
843,Second-order LINE,DANS,UNS,0.6252045826513911,0.690671031096563,0.2504091653027824,0.0589198036006546,0.6252045826513912,0.5566311713455954,0.4232698094282848,0.7367152509705914,0.5767301905717152,0.9410801963993454,0.309328968903437,0.7151741293532339,0.7165924231425502,0.6716061611175278
846,DeepWalk CBOW,UNS,UNS,0.9640130861504908,0.0359869138495092,0.9280261723009816,0.0359869138495092,0.9640130861504908,0.9305263157894736,0.0359869138495092,0.9640130861504908,0.9640130861504908,0.9640130861504908,0.9640130861504908,0.9640130861504908,0.9885641119101332,0.974781739658145
847,DeepWalk CBOW,UNS,UNS,0.8829787234042553,0.0425531914893616,0.7659574468085106,0.1914893617021277,0.8829787234042553,0.7755102040816326,0.05,0.8764046476274407,0.95,0.8085106382978723,0.9574468085106383,0.8735632183908046,0.9592515556317486,0.9492273863645108
848,Walklets GloVe,UNS,DANS,0.5267175572519084,0.5114503816793894,0.0534351145038167,0.4351145038167938,0.5267175572519084,0.3737373737373737,0.475177304964539,0.5444857468229208,0.524822695035461,0.5648854961832062,0.4885496183206106,0.5441176470588235,0.5375684989338664,0.4973820081912001
849,Walklets GloVe,UNS,DANS,0.5065466448445172,0.5040916530278232,0.0130932896890345,0.4828150572831423,0.5065466448445173,0.3438520130576714,0.4935897435897436,0.5117692443404231,0.5064102564102564,0.5171849427168577,0.4959083469721768,0.5117408906882591,0.5150875519994857,0.4869217815886849
854,Walklets SkipGram,DANS,UNS,0.79907306434024,0.4007633587786259,0.5981461286804799,0.0010905125408942,0.79907306434024,0.7131179447255741,0.2863264511102454,0.8443312613746964,0.7136735488897545,0.9989094874591058,0.5992366412213741,0.8325380595319246,0.9927440631284272,0.9885594479894148
855,Walklets SkipGram,DANS,UNS,0.6685761047463176,0.381342062193126,0.3371522094926349,0.2815057283142389,0.6685761047463175,0.5201421800947867,0.3467261904761904,0.6851083782768914,0.6532738095238095,0.7184942716857611,0.618657937806874,0.6843335931410756,0.6895245646507965,0.6355612428728731
856,First-order LINE,DANS,DANS,0.7006543075245365,0.2513631406761177,0.4013086150490732,0.3473282442748091,0.7006543075245366,0.5215686274509804,0.2780458383594693,0.6864394293971126,0.7219541616405307,0.6526717557251909,0.7486368593238822,0.6855670103092784,0.7684334674374382,0.7621750754372207
857,First-order LINE,DANS,DANS,0.6104746317512275,0.276595744680851,0.220949263502455,0.502454991816694,0.6104746317512275,0.3897435897435897,0.3572938689217759,0.5654867171267385,0.642706131078224,0.497545008183306,0.723404255319149,0.5608856088560885,0.6676827716629924,0.6667939067527265
860,Degree,DANS,DANS,0.6472191930207197,0.3102508178844056,0.2944383860414394,0.3953107960741548,0.6472191930207197,0.4615064502704952,0.3390941597139452,0.6321729402881116,0.6609058402860548,0.6046892039258451,0.6897491821155943,0.6315489749430524,0.7201717468060588,0.6416671582668986
861,Degree,DANS,DANS,0.6292962356792144,0.2864157119476268,0.2585924713584289,0.4549918166939444,0.6292962356792144,0.4236641221374045,0.344488188976378,0.5977117208668796,0.655511811023622,0.5450081833060556,0.7135842880523732,0.5951742627345844,0.6882789877879895,0.6092477564161266
862,Degree,DANS,DANS,0.6718920392584514,0.5474372955288986,0.3437840785169028,0.1087786259541985,0.6718920392584514,0.5759337561663143,0.3805192344134925,0.7430306178758398,0.6194807655865074,0.8912213740458015,0.4525627044711014,0.7309111235326998,0.6703977873417301,0.5655383199042543
863,Degree,DANS,DANS,0.6505728314238952,0.5433715220949263,0.3011456628477904,0.1554828150572831,0.6505728314238952,0.5471898197242842,0.3915094339622641,0.7168547550894735,0.6084905660377359,0.8445171849427169,0.4566284779050736,0.7073337902673064,0.641717851393305,0.5509011191885607
864,AdamicAdar,DANS,DANS,0.490185387131952,0.9367502726281351,-0.019629225736096,0.0828789531079607,0.490185387131952,0.473536036036036,0.5052941176470589,0.6735764074900332,0.4947058823529411,0.9171210468920392,0.0632497273718647,0.6427206725257929,0.8324329221811678,0.8174869433453719
865,AdamicAdar,DANS,DANS,0.5032733224222586,0.9263502454991815,0.006546644844517,0.0671031096563011,0.5032733224222585,0.4842820730671198,0.4982394366197182,0.6841716665242483,0.5017605633802817,0.9328968903436988,0.0736497545008183,0.6525472238122496,0.8034975262575639,0.7865153542759152
866,AdamicAdar,DANS,DANS,0.4844601962922573,0.1499454743729552,-0.0310796074154852,0.88113413304253,0.4844601962922574,0.103366524419156,0.5578093306288032,0.2292626818200277,0.4421906693711968,0.11886586695747,0.8500545256270448,0.1873657069187795,0.7977705737618164,0.6968971751602653
867,AdamicAdar,DANS,DANS,0.4844517184942717,0.1702127659574468,-0.0310965630114566,0.8608837970540099,0.4844517184942716,0.1188811188811188,0.5502645502645502,0.2501309419032419,0.4497354497354497,0.1391162029459901,0.8297872340425532,0.2125,0.7684512791940448,0.6660363866762227
868,JaccardCoefficient,DANS,DANS,0.5008178844056707,0.9083969465648856,0.0016357688113413,0.0899672846237731,0.5008178844056707,0.4768571428571428,0.4995502248875562,0.674852330332347,0.5004497751124438,0.9100327153762268,0.0916030534351145,0.6457728767653318,0.8357761844904619,0.8183037938669018
869,JaccardCoefficient,DANS,DANS,0.4926350245499181,0.900163666121113,-0.0147299509001637,0.1145662847790507,0.4926350245499181,0.4659776055124892,0.5041246562786434,0.6626196102423063,0.4958753437213565,0.8854337152209493,0.099836333878887,0.63572267920094,0.8035437331411841,0.7865648436033709
870,JaccardCoefficient,DANS,DANS,0.485278080697928,0.1466739367502726,-0.0294438386041439,0.8827699018538713,0.485278080697928,0.1022349025202092,0.5557851239669421,0.2282002487188078,0.4442148760330578,0.1172300981461286,0.8533260632497274,0.1855047454702329,0.7943341065229774,0.6764888856707721
871,JaccardCoefficient,DANS,DANS,0.4885433715220949,0.1620294599018003,-0.0229132569558101,0.8608837970540099,0.4885433715220949,0.1197183098591549,0.5380434782608696,0.2535066808399427,0.4619565217391304,0.1391162029459901,0.8379705400981997,0.2138364779874214,0.7683983756606245,0.6606151564322359
872,ResourceAllocationIndex,DANS,DANS,0.4959105779716466,0.9580152671755724,-0.0081788440567066,0.0501635768811341,0.4959105779716466,0.4851016429963798,0.5021434695627323,0.687664355697533,0.4978565304372678,0.9498364231188658,0.0419847328244274,0.6532908306769173,0.8326762658329458,0.8175499376921278
873,ResourceAllocationIndex,DANS,DANS,0.5,0.962356792144026,0.0,0.0376432078559738,0.5,0.4904086738949124,0.5,0.6936702358268034,0.5,0.962356792144026,0.0376432078559738,0.6580861779518746,0.8037861518639455,0.7865906315933258
874,ResourceAllocationIndex,DANS,DANS,0.4844601962922573,0.1499454743729552,-0.0310796074154852,0.88113413304253,0.4844601962922574,0.103366524419156,0.5578093306288032,0.2292626818200277,0.4421906693711968,0.11886586695747,0.8500545256270448,0.1873657069187795,0.7974281534185844,0.6911496263262576
875,ResourceAllocationIndex,DANS,DANS,0.4844517184942717,0.1702127659574468,-0.0310965630114566,0.8608837970540099,0.4844517184942716,0.1188811188811188,0.5502645502645502,0.2501309419032419,0.4497354497354497,0.1391162029459901,0.8297872340425532,0.2125,0.7680762668052427,0.6633000975529066
876,PreferentialAttachment,DANS,DANS,0.5092693565976009,0.9394765539803708,0.0185387131952017,0.0419847328244274,0.5092693565976009,0.4939555805454034,0.4951149425287356,0.6954765224119989,0.5048850574712643,0.9580152671755724,0.0605234460196292,0.6612721114038389,0.2592379909833521,0.3597151824904636
877,PreferentialAttachment,DANS,DANS,0.5286415711947627,0.9230769230769232,0.0572831423895254,0.0196399345335515,0.5286415711947627,0.5097872340425532,0.4849527085124677,0.7105855306724407,0.5150472914875323,0.9803600654664484,0.0769230769230769,0.6753100338218715,0.6346602521690449,0.5921392960017992
878,PreferentialAttachment,DANS,DANS,0.6747546346782988,0.316793893129771,0.3495092693565975,0.3336968375136314,0.6747546346782988,0.5060041407867495,0.322240709927898,0.6720068142359552,0.677759290072102,0.6663031624863686,0.683206106870229,0.6719824030794611,0.7380395182955182,0.6239832974174
879,PreferentialAttachment,DANS,DANS,0.4296235679214402,0.2962356792144026,-0.1407528641571195,0.8445171849427169,0.4296235679214402,0.1199494949494949,0.6557971014492754,0.2313387896949906,0.3442028985507246,0.1554828150572831,0.7037643207855974,0.2142051860202931,0.3140648396420238,0.3922737332564235
880,Walklets GloVe,DANS,DANS,0.522082878953108,0.520174482006543,0.0441657579062158,0.435659760087241,0.5220828789531079,0.3712338593974175,0.4796380090497737,0.5419051677317089,0.5203619909502263,0.564340239912759,0.4798255179934569,0.5414595867120062,0.5406644039819762,0.5189608308235057
881,Walklets GloVe,DANS,DANS,0.5073649754500819,0.502454991816694,0.0147299509001637,0.4828150572831423,0.5073649754500819,0.3442265795206972,0.492776886035313,0.5121798093838655,0.507223113964687,0.5171849427168577,0.497545008183306,0.5121555915721232,0.5099525609328165,0.495373468310292
884,HOPE,UNS,DANS,0.447928026172301,0.9356597600872408,-0.104143947655398,0.168484187568157,0.447928026172301,0.4295774647887324,0.5294662141314409,0.625504822709726,0.4705337858685591,0.8315158124318429,0.064340239912759,0.6009852216748769,0.7577055354511714,0.8269823763853356
885,HOPE,UNS,DANS,0.3903436988543372,0.944353518821604,-0.2193126022913256,0.2749590834697217,0.3903436988543372,0.3728956228956229,0.5656862745098039,0.5611552562269122,0.4343137254901961,0.7250409165302782,0.055646481178396,0.5432250153280196,0.5907168361811953,0.7245694110944226
886,HOPE,UNS,DANS,0.9432933478735004,0.0234460196292257,0.8865866957470012,0.0899672846237731,0.9432933478735006,0.8891848694725626,0.0251168224299065,0.9418999868662896,0.9748831775700936,0.9100327153762268,0.9765539803707742,0.9413423575860124,0.987400239508425,0.979416129160156
887,HOPE,UNS,DANS,0.8224222585924713,0.0180032733224222,0.6448445171849428,0.337152209492635,0.8224222585924714,0.6511254019292605,0.0264423076923077,0.803318470643868,0.9735576923076924,0.662847790507365,0.9819967266775778,0.7887049659201558,0.904223175229896,0.9291007396449752
888,DeepWalk GloVe,UNS,DANS,0.7788985823336968,0.2290076335877863,0.5577971646673936,0.2131952017448201,0.7788985823336968,0.6401952085181899,0.2254428341384863,0.7806569634754897,0.7745571658615137,0.7868047982551799,0.7709923664122137,0.7806329456315931,0.8624741196519398,0.8380921698438255
889,DeepWalk GloVe,UNS,DANS,0.5270049099836334,0.2078559738134205,0.0540098199672667,0.7381342062193126,0.5270049099836334,0.2168021680216802,0.4425087108013937,0.3820836282436239,0.5574912891986062,0.2618657937806874,0.7921440261865794,0.3563474387527839,0.5909418436144765,0.5434664778178929
890,DeepWalk GloVe,UNS,DANS,0.8080697928026173,0.1559432933478735,0.6161395856052345,0.227917121046892,0.8080697928026173,0.6679245283018868,0.1680376028202115,0.8014636128953704,0.8319623971797885,0.772082878953108,0.8440567066521265,0.8009049773755657,0.9023143958358356,0.8874365203241923
891,DeepWalk GloVe,UNS,DANS,0.5286415711947627,0.1538461538461538,0.0572831423895254,0.7888707037643208,0.5286415711947627,0.1829787234042553,0.42152466367713,0.3494754507079795,0.57847533632287,0.2111292962356792,0.8461538461538461,0.3093525179856115,0.5990849697713228,0.5674155020082253
894,First-order LINE,UNS,UNS,0.8170665212649946,0.1521264994547437,0.6341330425299891,0.2137404580152672,0.8170665212649946,0.6824420255560814,0.1621150493898896,0.8116618985160051,0.8378849506101104,0.7862595419847328,0.8478735005452562,0.8112517580872012,0.8910976954152093,0.9058193173873376
895,First-order LINE,UNS,UNS,0.7880523731587561,0.1587561374795417,0.5761047463175122,0.2651391162029459,0.7880523731587561,0.634180790960452,0.1776556776556777,0.7773729320624936,0.8223443223443223,0.734860883797054,0.8412438625204582,0.7761452031114953,0.8357070724657868,0.880977264900486
896,Second-order LINE,UNS,DANS,0.6668484187568157,0.3320610687022901,0.3336968375136313,0.3342420937840785,0.6668484187568157,0.4997953336062218,0.3327868852459016,0.6664851133209893,0.6672131147540984,0.6657579062159215,0.6679389312977099,0.6664847161572053,0.730499507069304,0.7111970898238703
897,Second-order LINE,UNS,DANS,0.5761047463175123,0.3502454991816693,0.1522094926350246,0.497545008183306,0.5761047463175123,0.3721212121212121,0.4107485604606525,0.5441252863373636,0.5892514395393474,0.502454991816694,0.6497545008183306,0.5424028268551236,0.627982352988447,0.622357931078334
902,Walklets CBOW,UNS,UNS,0.9964558342420938,0.0070883315158124,0.9929116684841874,0.0,0.9964558342420936,0.9929615592853276,0.0070384407146724,0.9964745652977438,0.9929615592853276,1.0,0.9929116684841875,0.9964683509915784,0.9997273718647764,0.9977413058661216
903,Walklets CBOW,UNS,UNS,0.855973813420622,0.0049099836333879,0.7119476268412437,0.2831423895253683,0.8559738134206218,0.7133550488599348,0.0068027210884353,0.8437896823797092,0.9931972789115646,0.7168576104746317,0.995090016366612,0.8326996197718631,0.979220965335462,0.9764195329602278
906,Second-order LINE,UNS,UNS,0.9599236641221374,0.0528898582333696,0.9198473282442748,0.0272628135223554,0.9599236641221374,0.923873640600725,0.0515683147262094,0.9605075580647336,0.9484316852737904,0.9727371864776444,0.9471101417666304,0.9604306864064605,0.9888641663762994,0.9875576332274536
907,Second-order LINE,UNS,UNS,0.9410801963993454,0.0523731587561374,0.8821603927986907,0.0654664484451718,0.9410801963993454,0.8880248833592534,0.0530679933665008,0.940712353081506,0.9469320066334992,0.9345335515548282,0.9476268412438624,0.940691927512356,0.9793341387170826,0.9775505239560248
910,First-order LINE,DANS,UNS,0.6166848418756816,0.5572519083969465,0.2333696837513632,0.2093784078516902,0.6166848418756816,0.507703081232493,0.4134304207119741,0.68099528242306,0.5865695792880259,0.7906215921483097,0.4427480916030534,0.6734788666976312,0.6678815515484208,0.6334739337333649
911,First-order LINE,DANS,UNS,0.5851063829787234,0.5679214402618658,0.1702127659574468,0.2618657937806874,0.5851063829787234,0.4707724425887265,0.4348370927318296,0.6458839477344129,0.5651629072681704,0.7381342062193126,0.4320785597381342,0.6401703335699077,0.6289386345798924,0.6069216384530388
912,DeepWalk SkipGram,DANS,DANS,0.6938386041439476,0.2300981461286805,0.3876772082878954,0.3822246455834241,0.6938386041439477,0.5022163120567376,0.2713826366559485,0.6709112086363905,0.7286173633440515,0.6177753544165758,0.7699018538713195,0.6686338152847447,0.7120969592895139,0.6960798479994268
913,DeepWalk SkipGram,DANS,DANS,0.563011456628478,0.2144026186579378,0.1260229132569557,0.6595744680851063,0.5630114566284778,0.2803234501347709,0.3864306784660767,0.4570280764349672,0.6135693215339233,0.3404255319148936,0.7855973813420621,0.4378947368421053,0.5270544651921537,0.5558498009101768
916,DeepWalk CBOW,UNS,DANS,0.7786259541984732,0.1194111232279171,0.5572519083969465,0.3233369683751363,0.7786259541984732,0.6044812469556746,0.15,0.7583953961365628,0.85,0.6766630316248636,0.8805888767720829,0.7534911961141469,0.8407729795490249,0.8561950942160178
917,DeepWalk CBOW,UNS,DANS,0.6309328968903437,0.1292962356792144,0.2618657937806874,0.6088379705400981,0.6309328968903437,0.3463768115942029,0.2484276729559748,0.5422052717674755,0.7515723270440252,0.3911620294599018,0.8707037643207856,0.5145317545748116,0.6807707040321868,0.7038862318259228
920,DeepWalk GloVe,DANS,DANS,0.839422028353326,0.1145038167938931,0.678844056706652,0.2066521264994547,0.839422028353326,0.711839530332681,0.1261261261261261,0.8326379642710999,0.8738738738738738,0.7933478735005453,0.8854961832061069,0.8316661903400971,0.9249199359249556,0.9188247474716436
921,DeepWalk GloVe,DANS,DANS,0.5695581014729951,0.1243862520458265,0.1391162029459902,0.7364975450081833,0.5695581014729951,0.2343522561863173,0.320675105485232,0.4230883801780642,0.679324894514768,0.2635024549918167,0.8756137479541735,0.3797169811320754,0.6104478451520273,0.6218910695686831
922,DeepWalk GloVe,DANS,DANS,0.8331515812431843,0.1074154852780806,0.6663031624863687,0.2262813522355506,0.8331515812431843,0.6986706056129985,0.1219059405940594,0.8242558754740911,0.8780940594059405,0.7737186477644493,0.8925845147219194,0.8226086956521739,0.9243149214700156,0.9183008537261582
923,DeepWalk GloVe,DANS,DANS,0.5499181669394435,0.1129296235679214,0.099836333878887,0.7872340425531915,0.5499181669394435,0.1911764705882352,0.3467336683417085,0.3728174305515244,0.6532663316582915,0.2127659574468085,0.8870703764320785,0.3209876543209876,0.5744520131468629,0.5835921772194431
924,Walklets SkipGram,DANS,DANS,0.9146673936750273,0.0687022900763358,0.8293347873500545,0.1019629225736096,0.9146673936750273,0.8403061224489796,0.0710659898477157,0.9133549056085122,0.9289340101522844,0.8980370774263904,0.931297709923664,0.913224286110341,0.929313203050581,0.8795329833172485
925,Walklets SkipGram,DANS,DANS,0.5671031096563012,0.0769230769230768,0.1342062193126023,0.7888707037643208,0.5671031096563012,0.196048632218845,0.2670454545454546,0.3933804486175696,0.7329545454545454,0.2111292962356792,0.9230769230769232,0.3278271918678526,0.5328638088936867,0.593392699693146
930,Walklets GloVe,DANS,UNS,0.5223555070883316,0.5125408942202836,0.0447110141766631,0.4427480916030534,0.5223555070883316,0.3684210526315789,0.4791029561671763,0.5387679201234692,0.5208970438328236,0.5572519083969466,0.4874591057797164,0.5384615384615384,0.5340882536220595,0.5160742006032693
931,Walklets GloVe,DANS,UNS,0.4959083469721768,0.4942716857610474,-0.0081833060556464,0.513911620294599,0.4959083469721768,0.3253012048192771,0.5041736227045075,0.4909332341110803,0.4958263772954925,0.486088379705401,0.5057283142389526,0.4909090909090909,0.5060611377340144,0.4949614693793283
934,DeepWalk SkipGram,UNS,UNS,0.9765539803707742,0.0261723009814612,0.9531079607415488,0.0207197382769901,0.9765539803707745,0.9543039319872476,0.0260303687635574,0.9766213367459708,0.9739696312364424,0.97928026172301,0.9738276990185388,0.9766177270255574,0.9934717899746578,0.9767353499243056
935,DeepWalk SkipGram,UNS,UNS,0.914075286415712,0.0229132569558101,0.828150572831424,0.1489361702127659,0.914075286415712,0.832,0.0262172284644194,0.9103577840189528,0.9737827715355806,0.851063829787234,0.97708674304419,0.9082969432314412,0.957019562253396,0.9504719603880214
936,First-order LINE,UNS,DANS,0.6523991275899673,0.3435114503816794,0.3047982551799344,0.351690294438386,0.6523991275899672,0.4825487012987013,0.3463441451346893,0.6509772920819548,0.6536558548653106,0.6483097055616139,0.6564885496183206,0.6509718039967151,0.7158531030849494,0.7034727200922896
937,First-order LINE,UNS,DANS,0.563011456628478,0.3846153846153846,0.1260229132569557,0.4893617021276596,0.5630114566284778,0.3687943262411347,0.4296160877513711,0.5396849730022193,0.5703839122486288,0.5106382978723404,0.6153846153846154,0.538860103626943,0.6070084458147278,0.6106283076661835
942,Walklets CBOW,DANS,UNS,0.8293347873500545,0.3396946564885496,0.658669574700109,0.0016357688113413,0.8293347873500545,0.7452177452177452,0.2538712306438467,0.8630806886879094,0.7461287693561532,0.9983642311886588,0.6603053435114504,0.8540111940298507,0.996216578525822,0.9910033694307976
943,Walklets CBOW,DANS,UNS,0.6513911620294599,0.3224222585924713,0.3027823240589198,0.3747954173486089,0.6513911620294599,0.4727722772277227,0.3402417962003454,0.6422490579653617,0.6597582037996546,0.6252045826513911,0.6775777414075287,0.6420168067226891,0.6484674047267633,0.5841420246833141
946,Walklets SkipGram,UNS,UNS,0.9978189749182116,0.0038167938931297,0.9956379498364232,0.0005452562704471,0.9978189749182116,0.99565453557849,0.0038043478260869,0.9978238673473256,0.996195652173913,0.9994547437295528,0.9961832061068704,0.9978225367446923,0.9998644291933894,0.9995418463772302
947,Walklets SkipGram,UNS,UNS,0.8518821603927987,0.0081833060556464,0.7037643207855975,0.2880523731587561,0.8518821603927987,0.7061688311688312,0.0113636363636363,0.8389620449697747,0.9886363636363636,0.7119476268412439,0.9918166939443536,0.8277830637488106,0.951584561275685,0.9525395229895394
948,DeepWalk SkipGram,UNS,DANS,0.638495092693566,0.3735005452562704,0.2769901853871319,0.3495092693565976,0.638495092693566,0.4736006351726876,0.3647497337593184,0.6428253338414074,0.6352502662406816,0.6504907306434023,0.6264994547437296,0.6427801724137931,0.6474311710582491,0.6333789720536609
949,DeepWalk SkipGram,UNS,DANS,0.5188216039279869,0.3731587561374795,0.0376432078559738,0.5891980360065466,0.5188216039279869,0.2991656734207389,0.475991649269311,0.4639651491536162,0.524008350730689,0.4108019639934533,0.6268412438625205,0.4605504587155963,0.4549074389064639,0.5121874925861389
952,HOPE,DANS,DANS,0.564340239912759,0.702835332606325,0.1286804798255179,0.168484187568157,0.564340239912759,0.4883125200128081,0.4580668088130775,0.671286837166926,0.5419331911869225,0.8315158124318429,0.297164667393675,0.6561962134251291,0.7018506604319952,0.6987684849545838
953,HOPE,DANS,DANS,0.5130932896890343,0.6988543371522096,0.0261865793780686,0.2749590834697217,0.5130932896890343,0.4267822736030828,0.4908045977011493,0.6076080160562091,0.5091954022988506,0.7250409165302782,0.3011456628477905,0.5982444294395679,0.5920213435622427,0.6350382917250954
954,HOPE,DANS,DANS,0.7418211559432933,0.4263904034896401,0.4836423118865869,0.0899672846237731,0.7418211559432935,0.6379969418960245,0.3190534475724194,0.787199873051153,0.6809465524275806,0.9100327153762268,0.5736095965103599,0.7789964994165695,0.7640420584643157,0.6606108069403432
955,HOPE,DANS,DANS,0.6129296235679215,0.436988543371522,0.2258592471358429,0.337152209492635,0.6129296235679215,0.4612756264236902,0.3973214285714286,0.6320475927155832,0.6026785714285714,0.662847790507365,0.563011456628478,0.6313328137178488,0.6580744185298979,0.6547388632086605
956,Walklets SkipGram,UNS,DANS,0.8432388222464559,0.0261723009814612,0.6864776444929117,0.287350054525627,0.8432388222464559,0.6944739638682252,0.0354243542435424,0.8290987765967621,0.9645756457564576,0.712649945474373,0.9738276990185388,0.8196926936343681,0.8525295104347899,0.8823050440671317
957,Walklets SkipGram,UNS,DANS,0.5482815057283142,0.0327332242225859,0.0965630114566284,0.8707037643207856,0.5482815057283142,0.1251980982567353,0.202020202020202,0.3212098753569819,0.797979797979798,0.1292962356792144,0.967266775777414,0.2225352112676056,0.2889356612673811,0.4706904077211924
962,Walklets GloVe,UNS,UNS,0.5417121046892039,0.4738276990185387,0.0834242093784078,0.4427480916030534,0.5417121046892039,0.3780984091749907,0.4595452141723956,0.5487890859015836,0.5404547858276044,0.5572519083969466,0.5261723009814613,0.5487248322147651,0.5544923289518593,0.5110177578344489
963,Walklets GloVe,UNS,UNS,0.5040916530278232,0.4779050736497545,0.0081833060556464,0.513911620294599,0.5040916530278232,0.3289036544850498,0.4957555178268251,0.4950832084760576,0.5042444821731749,0.486088379705401,0.5220949263502455,0.495,0.517069760340297,0.4825655259444706
964,Walklets CBOW,UNS,DANS,0.9002181025081788,0.0338058887677208,0.8004362050163576,0.1657579062159214,0.9002181025081788,0.8069620253164557,0.0389447236180904,0.8954064808851232,0.9610552763819096,0.8342420937840785,0.9661941112322792,0.8931698774080561,0.9764111256063523,0.959594554805864
965,Walklets CBOW,UNS,DANS,0.6751227495908347,0.0310965630114565,0.3502454991816695,0.618657937806874,0.6751227495908347,0.3698412698412698,0.0753968253968253,0.5937929616570793,0.9246031746031746,0.381342062193126,0.9689034369885434,0.5399768250289687,0.859847825329944,0.8571849734335303
